state_code,municipality_code,risk_prediction,year
1,1,16.052896397391827,2009
1,1,13.80988810399086,2010
1,1,6.441502564566433,2011
1,1,90.95209671044107,2012
1,1,91.32188839011297,2013
1,1,35.29458358283108,2014
1,1,90.13160756191095,2015
1,1,87.89869336482289,2016
1,1,-27.672759409999816,2017
1,1,-47.370628653597,2018
1,1,-34.38788158034874,2019
1,1,-33.82519361316889,2020
1,1,-77.07015457617499,2021
1,1,-29.55214101961059,2022
1,2,-0.028190012669183587,2009
1,2,-0.028190012669183587,2010
1,2,-0.028190012669183587,2012
1,2,-0.028190012669183587,2013
1,2,-0.18329629174032738,2015
1,2,-0.06898932203821632,2017
1,2,0.3022456101579444,2018
1,2,-0.06898932203821632,2019
1,2,0.1668876534245198,2020
1,2,0.31767899772982394,2021
1,2,0.31767899772982394,2022
1,3,1.2579126885874856,2009
1,3,1.2579126885874856,2010
1,3,1.2579126885874856,2011
1,3,0.298139312484285,2012
1,3,0.16092029050162293,2013
1,3,0.16092029050162293,2014
1,3,0.042709334711522315,2015
1,3,1.2394755999720304,2016
1,3,-0.27082991193395534,2017
1,3,-0.27746555668269307,2018
1,3,-0.27746555668269307,2019
1,3,-0.274588834126058,2020
1,3,-0.274588834126058,2021
1,3,-0.274588834126058,2022
1,4,0.43229108011611606,2010
1,4,0.8846688741022309,2012
1,4,0.8846688741022309,2014
1,4,0.8846688741022309,2015
1,4,1.2613828219415055,2016
1,4,1.7997889515305037,2017
1,4,1.7997889515305037,2019
1,4,1.7997889515305037,2020
1,4,1.7997889515305037,2021
1,4,1.7997889515305037,2022
1,5,0.44024380011454084,2009
1,5,0.8414683598669224,2011
1,5,0.6271738825164537,2012
1,5,0.5942910804910183,2013
1,5,0.9701304786355068,2014
1,5,0.8066585562109981,2015
1,5,0.828974861661159,2016
1,5,0.2639686426768035,2017
1,5,0.1597403179105351,2018
1,5,0.1597403179105351,2019
1,5,0.8999286605505249,2020
1,5,0.8999286605505249,2021
1,5,0.8999286605505249,2022
1,6,0.7385728061403747,2011
1,6,0.7385728061403747,2012
1,6,0.42734914582238076,2015
1,6,1.7470825421650042,2016
1,6,0.5377390980603327,2017
1,6,0.5377390980603327,2018
1,6,0.5276589418416464,2020
1,6,0.5276589418416464,2021
1,6,0.5276589418416464,2022
1,7,0.3032395808041269,2009
1,7,0.19504144170752957,2012
1,7,0.14204671022497778,2013
1,7,0.3077709044146908,2014
1,7,0.3077709044146908,2015
1,7,-0.03412739879799202,2016
1,7,0.14977639914627208,2017
1,7,0.14977639914627208,2018
1,7,-0.2805540578405617,2021
1,7,-0.2537617891924097,2022
1,8,0.9400187089541674,2011
1,8,0.7234607540903565,2017
1,8,0.7234607540903565,2019
1,9,0.6545860807603741,2009
1,9,0.5892811936139551,2010
1,9,0.7138671336947582,2012
1,9,0.9189846126709885,2015
1,9,1.3728410481118016,2019
1,9,1.4062635816721736,2021
1,10,0.46787459516098984,2013
1,10,0.46787459516098984,2015
1,10,0.7792702229881957,2016
1,11,1.0175567906345764,2010
1,11,0.6919173356191797,2011
1,11,0.4742377351226034,2012
1,11,0.8456540125810098,2014
1,11,3.1541590050091326,2015
1,11,1.60879863579025,2016
1,11,1.83351527427737,2018
1,11,1.83351527427737,2019
1,11,0.8122289439748304,2020
1,11,1.327767859301995,2022
2,1,8.721775355231529,2009
2,1,5.150891629234927,2010
2,1,5.511732416394218,2011
2,1,24.292374507510367,2012
2,1,19.04363155249318,2013
2,1,30.35511249456934,2014
2,1,19.972160226289915,2015
2,1,24.69158806581973,2016
2,1,27.202755173786173,2017
2,1,25.268565083587564,2018
2,1,19.785247564366646,2019
2,1,6.269403174376224,2020
2,1,-3.864629478048171,2021
2,1,4.188303358209656,2022
2,2,43.78000381928905,2009
2,2,44.95556578737711,2010
2,2,67.31971654292465,2011
2,2,96.70809163754801,2012
2,2,81.98320412816118,2013
2,2,140.08585760495401,2014
2,2,96.90731071605515,2015
2,2,99.30498388984239,2016
2,2,62.15079634105356,2017
2,2,52.03631353517525,2018
2,2,97.6735025905198,2019
2,2,-18.69646124174978,2020
2,2,-9.775988165095598,2021
2,2,-5.264187011101489,2022
2,3,2.8478980187065237,2009
2,3,2.727763852930238,2010
2,3,6.019726979837478,2011
2,3,6.019726979837478,2012
2,3,4.431217466059557,2013
2,3,1.3193564669116884,2014
2,3,1.1225279819879155,2015
2,3,1.7877422670559895,2016
2,3,-3.5572936129152883,2017
2,3,-2.706370508729535,2018
2,3,-0.3634180948324643,2019
2,3,-3.1317673773735692,2020
2,3,2.7156326620799325,2021
2,3,-1.0682769731232598,2022
2,4,108.3463877712771,2009
2,4,136.173204605246,2010
2,4,136.173204605246,2011
2,4,120.47061333847961,2012
2,4,116.83005657313903,2013
2,4,112.41021855506798,2014
2,4,86.85948789388445,2015
2,4,51.2997875515393,2016
2,4,91.71416295453243,2017
2,4,-50.715877678970145,2018
2,4,-99.7860309771202,2019
2,4,54.92407952772231,2020
2,4,-70.31409965178278,2021
2,4,-60.203789325554844,2022
2,5,0.6719211873244454,2009
2,5,0.7766439263752651,2010
2,5,0.3710719865589594,2011
2,5,0.8053008770023584,2012
2,5,1.093145561667132,2013
2,5,2.020033704691029,2014
2,5,2.020033704691029,2015
2,5,2.5508979005028154,2016
2,5,0.3906874577325854,2017
2,5,0.08562096299367505,2018
2,5,8.621211789727553,2020
2,5,3.488220319321133,2021
2,5,3.301933849599826,2022
2,6,-0.6901032654029225,2022
3,1,0.5486842649977675,2010
3,1,0.26731273241135145,2011
3,1,0.26731273241135145,2012
3,1,0.8683272013294422,2013
3,1,-0.032863413863117155,2014
3,1,-0.032863413863117155,2015
3,1,-0.43750953385019903,2016
3,1,-1.8675677018696661,2017
3,1,-1.3584216283539126,2018
3,1,-1.2891138341589485,2019
3,1,-2.355021034981637,2020
3,1,-2.355021034981637,2021
3,1,-2.355021034981637,2022
3,2,0.24447651519982927,2009
3,2,0.8024249505644901,2010
3,2,0.41631962626344376,2011
3,2,0.10254882175324599,2012
3,2,-0.050786760479524025,2013
3,2,-0.325807069201567,2014
3,2,-0.9402585599337069,2015
3,2,-1.6561003735928994,2016
3,2,-4.208051908060644,2017
3,2,-0.9147670694536066,2018
3,2,-0.36065455128517515,2019
3,2,-2.789685553760882,2020
3,2,-2.789685553760882,2021
3,2,-2.517976579892695,2022
3,3,7.852084865253067,2009
3,3,5.148733856194148,2010
3,3,19.675613343158474,2011
3,3,9.697522024123858,2012
3,3,6.5018889426996616,2013
3,3,9.517427051664713,2014
3,3,2.9484238231815296,2015
3,3,10.105915164214696,2016
3,3,3.628343718891758,2017
3,3,4.2259964314711995,2018
3,3,5.559055390364367,2019
3,3,35.98101806626012,2020
3,3,16.464021655585785,2021
3,3,19.3891863916118,2022
3,8,-2.382561137623341,2009
3,8,-0.6824200446687445,2010
3,8,-2.1765265291025866,2011
3,8,0.9237654055839988,2012
3,8,0.8259370109691133,2013
3,8,0.32299279478148735,2014
3,8,0.32299279478148735,2015
3,8,1.627484049234885,2016
3,8,-0.3802061708165988,2017
3,8,-4.819284988663256,2018
3,8,-6.027735121574321,2021
3,8,-4.412258329470007,2022
3,9,0.5558699368730997,2010
3,9,0.4263453052108474,2011
3,9,0.4263453052108474,2012
3,9,0.43650502523797047,2016
3,9,0.5232361228148548,2017
3,9,1.0572558296839318,2021
3,9,1.0572558296839318,2022
4,1,-0.6558422372933953,2009
4,1,-0.6558422372933953,2010
4,1,-0.5821497096112671,2011
4,1,-0.5821497096112671,2013
4,1,-1.1847896198309524,2014
4,1,-1.1847896198309524,2015
4,1,-1.1890876006961162,2017
4,1,0.08549095637036613,2018
4,1,0.11379150284506954,2019
4,1,0.16603064909114976,2020
4,1,0.16603064909114976,2021
4,2,-3.4561795731873373,2009
4,2,-2.5116387200547687,2010
4,2,-6.993254840453187,2011
4,2,-6.488505380978648,2012
4,2,-6.672518239052147,2013
4,2,-7.631111556316149,2014
4,2,-3.441327435552162,2015
4,2,-8.529506029930394,2016
4,2,-15.678098977933596,2017
4,2,-15.824870647638669,2018
4,2,-15.00688107335822,2019
4,2,-22.092337613816333,2020
4,2,-24.916793501376425,2021
4,2,-22.016005991062272,2022
4,3,-0.3235473210940587,2009
