state_code,municipality_code,risk_prediction
1,1,-29.55214101961059
1,2,0.31767899772982394
1,3,-0.274588834126058
1,4,1.7997889515305037
1,5,0.8999286605505249
1,6,0.5276589418416464
1,7,-0.2537617891924097
1,11,1.327767859301995
2,1,4.188303358209656
2,2,-5.264187011101489
2,3,-1.0682769731232598
2,4,-60.203789325554844
2,5,3.301933849599826
2,6,-0.6901032654029225
3,1,-2.355021034981637
3,2,-2.517976579892695
3,3,19.3891863916118
3,8,-4.412258329470007
3,9,1.0572558296839318
4,2,-22.016005991062272
4,3,-8.654765787535245
4,4,0.25951183222317775
4,6,-0.08730593366280935
4,11,-1.0670569424984833
5,2,2.850110201977662
5,3,1.0120667753515906
5,4,0.4064058566350201
5,6,-0.20331436535812117
5,7,0.7490412305094719
5,9,0.6181064541242632
5,10,0.1150827841255478
5,14,0.501747269130503
5,17,3.031011934868676
5,18,-6.3934513392066075
5,20,0.789338537172101
5,22,1.4414462654263012
5,23,0.7102937860733437
5,24,-0.22423792841674609
5,25,-3.425847869175458
5,27,0.8317121517125338
5,28,1.577344694514889
5,30,-40.33707331589123
5,31,0.4155279833726486
5,32,-1.0283475405685227
5,33,-1.2250041821941995
5,35,8.94508459795575
5,36,1.1155694587669782
6,1,0.06891779598059301
6,2,3.193620125888974
6,3,0.7331888306024865
6,4,0.6280682757433169
6,5,0.4055042681601778
6,6,0.3885223635224868
6,7,0.7419190420689401
6,8,0.2001015954785832
6,9,-2.5394923285563222
6,10,-5.45996176777652
7,2,0.37694816758674526
7,5,0.30492688625446196
7,6,0.32053219992245874
7,9,-0.5160142082102516
7,12,2.176583620285816
7,15,0.00806292789905033
7,17,-2.0627020681344685
7,19,-0.8437338244273053
7,20,0.07556950223305013
7,21,0.7813758945976979
7,24,0.33939993528228435
7,27,0.10221046939226502
7,31,-1.4649780768143268
7,32,0.17692641336176212
7,34,-0.7887598017027344
7,37,0.3119420897869404
7,38,0.12773237761626088
7,40,-0.9714818085726863
7,43,0.581834854419442
7,46,0.0810805672643964
7,48,1.0594872027518287
7,49,0.182381481677162
7,51,0.3399006076954764
7,54,1.1405244275637252
7,57,-1.0443683104266044
7,59,-3.996766416690774
7,63,0.8120030424629292
7,65,-4.219270403270604
7,67,0.5109244288045377
7,68,0.8996508796721858
7,69,-0.16396844044372036
7,74,0.4097136207272088
7,75,0.5623710372799963
7,76,0.5871516756214287
7,77,-0.7979475039747176
7,78,-4.014457816690453
7,81,0.4919960742187976
7,82,0.5354329665893114
7,86,1.1105526870434557
7,87,0.07167822745985707
7,89,-42.27849654575175
7,92,0.8716664378161454
7,94,0.30483716186502524
7,96,-0.3080016342419078
7,97,-2.5241917492183927
7,100,0.9207916011897496
7,101,-30.620812285152507
7,102,0.41008514600840246
7,103,-0.1449460685227077
7,106,-1.2238947760512893
7,107,0.07758383542510694
7,108,-0.004260480259720656
7,111,0.6521583347932662
7,114,0.5606752196690308
7,121,0.6531336088239144
7,124,0.4284950584625408
7,125,0.7402600201998023
8,2,1.2600922339560454
8,4,12.245224762773285
8,5,0.6339040661236629
8,9,0.33944638508456004
8,10,-0.46302968157683194
8,11,-1.9200841350272273
8,12,0.8317072435563457
8,13,0.7204356354803336
8,14,0.38884118827082603
8,17,2.464033280246439
8,19,-50.10652901084436
8,21,2.11345110667589
8,23,1.0558272687127797
8,25,0.4382512207371334
8,26,0.9078279348691223
8,31,-0.9498729020303953
8,32,3.2535457596135533
8,34,0.6574869023010775
8,35,1.0221254057072218
8,36,1.496411984173173
8,37,119.10388926963911
8,45,0.26910273347667596
8,48,0.11633535676795442
8,50,3.726359610096125
8,52,-0.6703159669937554
8,53,1.0743457596136168
8,55,1.3147414657224414
8,56,0.7213004953396872
8,60,-0.052351119271240636
8,62,0.7870691154024934
8,65,0.20012663709851547
9,2,24.034440088353087
9,3,-73.87823433228587
9,4,-6.339560373882964
9,5,414.2084699479369
9,6,-28.00078316737185
9,7,-411.2784234076144
9,8,-24.32069500688343
9,9,-15.501208272870143
9,10,-84.59038980087782
9,11,-12.855895949473442
9,12,-81.30351538607188
9,13,-21.445069840180345
9,14,-81.46029297846174
9,15,-66.72227427228974
9,16,-43.358170639041326
9,17,-47.540153763830865
10,1,0.27065640509708166
10,3,0.6818792425634834
10,5,-11.869886116974037
10,7,7.611142457133644
10,8,1.0903958902272388
10,11,0.7359521016242151
10,12,-2.0857314178002735
10,13,0.14295399827980218
10,15,0.8335669524292529
10,22,0.1156553436544516
10,23,-0.49704272246325426
10,25,0.8458221005735997
10,27,0.7172181288906345
10,28,0.9496850405559809
10,32,1.9938118724600422
10,36,1.146954956302242
10,38,1.2552300181307101
10,39,0.24748387649135262
11,1,-2.0372761788675757
11,2,0.1783180589672004
11,3,-6.801225224074515
11,4,-0.2543784955548174
11,5,-0.34467128096998356
11,7,4.589883040255362
11,8,-0.03356820355058401
11,9,-0.1002156160000046
11,10,0.39298286635743973
11,11,-0.6220765283900641
11,12,0.5664599786079001
11,14,-3.409050739194737
11,15,-1.6595742750299183
11,17,-12.465316854035393
11,18,-0.14608683909604475
11,19,-0.4351319128126027
11,20,-83.40357602932541
11,21,-1.7235150726010433
11,23,-10.943194476976428
11,24,0.7969965832977617
11,25,0.9257314835655446
11,27,0.037961448543446824
11,28,-1.9820255387024832
11,29,0.038194590493971614
11,30,-0.4663098891271617
11,31,0.12987815295012778
11,32,-3.8051899298166467
11,33,-4.9706011961494205
11,35,-0.8392881350335315
11,36,0.8490258835113917
11,37,-4.6058753074344585
11,38,0.1305550863486718
11,39,0.4256934350433446
11,41,-0.4603065914181611
11,42,-12.19129427178603
11,43,0.17357867994510645
11,44,1.1812247950962211
11,45,0.9627426643313136
11,46,-0.8132778817357003
12,1,-76.65841796146854
12,4,0.6727312277138077
12,7,-0.04835926804063161
12,11,-1.1800680193342825
12,13,0.8403119239282697
12,14,0.2191944586486535
12,15,0.07709395645106829
12,16,0.5782516082391038
12,21,-0.6149105337153287
