state_code,municipality_code,risk_prediction,support_count,social_assistance_count,outpatient_consultation_count,hospitalization_count,carcinogenic_water_sources_count,water_sources_carcinogens_2B,water_sources_carcinogens_1,emission_concentration,marginalization,electricity_fuel,firewood_fuel,oil_fuel,brick_factory,stationary_risk_sources
8,23,1.0558272687127797,0.0,0.0,4.0,0.0,3.0,0.0,0.028585714,0.0,1.871514433,0.0,0.0,0.0,0.0,0.0
8,25,0.4382512207371334,3.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,5.703844816,0.0,0.0,0.0,0.0,0.0
8,26,0.9078279348691223,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.813797822,0.0,0.0,0.0,0.0,0.0
8,31,-0.9498729020303953,5.0,0.0,153.0,4.0,0.0,0.0,0.0,4.1613999999999995,34.690485003,0.0,0.0,0.0,1.0,1.0
8,32,3.2535457596135533,14.0,0.0,75.0,13.0,0.0,0.0,0.0,9782.0,67.315562951,0.0,0.0,0.0,25.0,25.0
8,34,0.6574869023010775,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.427306189,0.0,0.0,0.0,0.0,0.0
8,35,1.0221254057072218,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.279536164,0.0,0.0,0.0,1.0,2.0
8,36,1.496411984173173,3.0,0.0,19.0,1.0,14.0,0.0,0.69854125,0.0,24.818963,0.0,0.0,0.0,3.0,3.0
8,37,119.10388926963911,144.0,15.0,2900.0,1206.0,0.0,0.0,0.0,15611.552504,549.046853739,0.0,0.0,0.0,77.0,78.0
8,45,0.26910273347667596,0.0,0.0,23.0,0.0,8.0,0.0,0.5811339999999999,0.0,28.365945107,0.0,0.0,0.0,0.0,0.0
8,48,0.11633535676795442,2.0,0.0,45.0,10.0,0.0,0.0,0.0,0.0,17.92777757,0.0,0.0,0.0,2.0,2.0
8,50,3.726359610096125,4.0,0.0,58.0,79.0,2.0,0.0,0.0,0.0,45.835705199,0.0,0.0,0.0,20.0,20.0
8,52,-0.6703159669937554,7.0,0.0,5.0,1.0,3.0,0.0,0.043785,0.0,34.083478009,0.0,0.0,0.0,0.0,1.0
8,53,1.0743457596136168,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.238741043,0.0,0.0,0.0,0.0,2.0
8,55,1.3147414657224414,0.0,0.0,11.0,0.0,1.0,0.0,0.025655,0.0,9.540161312,0.0,0.0,0.0,0.0,0.0
8,56,0.7213004953396872,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.884255146,0.0,0.0,0.0,0.0,0.0
8,60,-0.052351119271240636,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.487994547,0.0,0.0,0.0,0.0,0.0
8,62,0.7870691154024934,2.0,0.0,7.0,2.0,22.0,0.12279999999999998,0.6796565,0.0,19.121972865,0.0,0.0,0.0,0.0,0.0
8,65,0.20012663709851547,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.942645761,0.0,0.0,0.0,1.0,1.0
9,2,24.034440088353087,22.0,32.0,989.0,176.0,0.0,0.0,0.0,0.0482,98.008280526,0.0,0.0,0.0,0.0,0.0
9,3,-73.87823433228587,36.0,83.0,2251.0,395.0,0.0,0.0,0.0,0.0,149.743958286,0.0,0.0,0.0,0.0,0.0
9,4,-6.339560373882964,2.0,1.0,303.0,48.0,0.0,0.0,0.0,0.0,29.518206076000002,0.0,0.0,0.0,0.0,0.0
9,5,414.2084699479369,270.0,508.0,7599.0,2891.0,0.0,0.0,0.0,6223.990000000001,286.466570414,0.0,0.0,0.0,0.0,0.0
9,6,-28.00078316737185,7.0,18.0,619.0,233.0,0.0,0.0,0.0,0.0,102.458227794,0.0,0.0,0.0,0.0,0.0
9,7,-411.2784234076144,161.0,371.0,13186.0,6311.0,0.0,0.0,0.0,0.0,427.810408632,0.0,0.0,0.0,0.0,0.0
9,8,-24.32069500688343,37.0,4.0,387.0,36.0,0.0,0.0,0.0,1.0503,49.67328441200001,0.0,0.0,0.0,0.0,0.0
9,9,-15.501208272870143,6.0,5.0,256.0,74.0,0.0,0.0,0.0,0.0,39.148390935,0.0,0.0,0.0,0.0,0.0
9,10,-84.59038980087782,233.0,147.0,2290.0,237.0,0.0,0.0,0.0,0.0,188.59855498,0.0,0.0,0.0,0.0,0.0
9,11,-12.855895949473442,6.0,4.0,530.0,493.0,0.0,0.0,0.0,0.0,102.548964763,0.0,0.0,0.0,0.0,0.0
9,12,-81.30351538607188,117.0,89.0,3211.0,642.0,0.0,0.0,0.0,0.0,192.598232175,0.0,0.0,0.0,0.0,0.0
9,13,-21.445069840180345,3.0,12.0,730.0,367.0,0.0,0.0,0.0,85070.70330000001,110.974863132,0.0,0.0,0.0,0.0,0.0
9,14,-81.46029297846174,451.0,21.0,4172.0,438.0,0.0,0.0,0.0,1245.973325,99.183210563,0.0,0.0,0.0,0.0,0.0
9,15,-66.72227427228974,1860.0,110.0,8548.0,1249.0,0.0,0.0,0.0,626.78,145.787084404,0.0,0.0,0.0,0.0,0.0
9,16,-43.358170639041326,96.0,45.0,1791.0,567.0,0.0,0.0,0.0,0.0,112.439647401,0.0,0.0,0.0,0.0,0.0
9,17,-47.540153763830865,45.0,60.0,1738.0,556.0,0.0,0.0,0.0,0.0,138.377931162,0.0,0.0,0.0,0.0,0.0
10,1,0.27065640509708166,0.0,0.0,98.0,18.0,0.0,0.0,0.0,0.0,11.438670359,0.0,0.0,0.0,0.0,0.0
10,3,0.6818792425634834,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.890905219,0.0,0.0,0.0,0.0,0.0
10,5,-11.869886116974037,293.0,48.0,2335.0,933.0,0.0,0.0,0.0,1056.9958000000001,351.495714473,0.0,0.0,0.0,0.0,0.0
10,7,7.611142457133644,36.0,24.0,374.0,60.0,0.0,0.0,0.0,8578.053858495,141.699175747,0.0,0.0,0.0,0.0,0.0
10,8,1.0903958902272388,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,28.812316654,0.0,0.0,0.0,0.0,0.0
10,11,0.7359521016242151,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.884252063,0.0,0.0,0.0,0.0,0.0
10,12,-2.0857314178002735,0.0,0.0,127.0,44.0,0.0,0.0,0.0,11.5117,95.832965764,0.0,0.0,0.0,0.0,0.0
10,13,0.14295399827980218,0.0,0.0,45.0,6.0,0.0,0.0,0.0,472.10027940000003,19.448254576,0.0,0.0,0.0,0.0,0.0
10,15,0.8335669524292529,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,8.461290035,0.0,0.0,0.0,0.0,0.0
10,22,0.1156553436544516,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,9.465158263,0.0,0.0,0.0,0.0,0.0
10,23,-0.49704272246325426,0.0,0.0,261.0,14.0,0.0,0.0,0.0,0.0,36.984322039,0.0,0.0,0.0,0.0,0.0
10,25,0.8458221005735997,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.776506894,0.0,0.0,0.0,0.0,0.0
10,27,0.7172181288906345,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.8754260390000002,0.0,0.0,0.0,0.0,0.0
10,28,0.9496850405559809,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,3.7855522429999997,0.0,0.0,0.0,0.0,0.0
10,32,1.9938118724600422,16.0,0.0,137.0,32.0,0.0,0.0,0.0,0.0,43.437138517,0.0,0.0,0.0,0.0,0.0
10,36,1.146954956302242,0.0,0.0,38.0,0.0,0.0,0.0,0.0,8.45,11.214592066,0.0,0.0,0.0,0.0,0.0
10,38,1.2552300181307101,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,18.662308394,0.0,0.0,0.0,0.0,0.0
10,39,0.24748387649135262,0.0,0.0,36.0,3.0,0.0,0.0,0.0,0.0,14.130054521,0.0,0.0,0.0,0.0,0.0
11,1,-2.0372761788675757,1.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,17.846829711,0.0,0.0,0.0,0.0,0.0
11,2,0.1783180589672004,31.0,0.0,600.0,87.0,0.0,0.0,0.0,0.0,50.586307649,0.0,0.0,0.0,0.0,0.0
11,3,-6.801225224074515,4.0,0.0,410.0,2.0,0.0,0.0,0.0,0.0,46.868242083999995,0.0,0.0,0.0,0.0,0.0
11,4,-0.2543784955548174,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,19.721470653,0.0,0.0,0.0,0.0,0.0
11,5,-0.34467128096998356,0.0,0.0,207.0,5.0,0.0,0.0,0.0,14.8305,41.45455233,0.0,0.0,0.0,0.0,0.0
11,7,4.589883040255362,22.0,0.0,1567.0,84.0,0.0,0.0,0.0,149.2319,222.131357133,0.0,0.0,0.0,0.0,0.0
11,8,-0.03356820355058401,0.0,0.0,69.0,8.0,0.0,0.0,0.0,0.0,10.374743415,0.0,0.0,0.0,0.0,0.0
