state_code,municipality_code,risk_prediction,year,support_count,social_assistance_count,outpatient_consultation_count,hospitalization_count,carcinogenic_water_sources_count,water_sources_carcinogens_2B,water_sources_carcinogens_1,emission_concentration,marginalization,electricity_fuel,firewood_fuel,oil_fuel,brick_factory,stationary_risk_sources
2,2,96.70809163754801,2012,14.0,7.0,160.0,470.0,2.0,0.0,0.032,159939.0032858324,475.253701585,0.0,0.0,0.0,4.0,6.0
2,2,81.98320412816118,2013,16.0,7.0,162.0,470.0,2.0,0.0,0.032,2048.996412754,475.253701585,0.0,0.0,0.0,4.0,6.0
2,2,140.08585760495401,2014,16.0,7.0,211.0,470.0,2.0,0.0,0.032,8899.681499999999,475.253701585,0.0,0.0,0.0,4.0,6.0
2,2,96.90731071605515,2015,16.0,9.0,211.0,472.0,2.0,0.0,0.032,1678.5662298289997,475.253701585,0.0,0.0,0.0,4.0,6.0
2,2,99.30498388984239,2016,262.0,9.0,6607.0,554.0,2.0,0.0,0.032,1327.5990392,475.253701585,0.0,0.0,0.0,4.0,6.0
2,2,62.15079634105356,2017,262.0,9.0,9107.0,554.0,2.0,0.0,0.032,14520.6512447,475.25370158500004,0.0,0.0,0.0,4.0,6.0
2,2,52.03631353517525,2018,262.0,9.0,9156.0,554.0,2.0,0.0,0.032,15980.401522283,475.253701585,0.0,0.0,0.0,4.0,6.0
2,2,97.6735025905198,2019,262.0,9.0,9517.0,554.0,2.0,0.0,0.032,13146.657092193002,475.25370158500004,0.0,0.0,0.0,4.0,6.0
2,2,-18.69646124174978,2020,290.0,9.0,9643.0,596.0,2.0,0.0,0.032,13966.540692193,475.253701585,0.0,0.0,0.0,4.0,6.0
2,2,-9.775988165095598,2021,300.0,9.0,9703.0,626.0,2.0,0.0,0.032,12904.067225693,475.253701585,0.0,0.0,0.0,4.0,6.0
2,2,-5.264187011101489,2022,300.0,9.0,9703.0,626.0,2.0,0.0,0.032,13541.567,475.253701585,0.0,0.0,0.0,4.0,6.0
2,3,2.8478980187065237,2009,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.9331484570000002,58.838722632,0.0,0.0,0.0,32.0,40.0
2,3,2.727763852930238,2010,0.0,0.0,20.0,12.0,1.0,0.0,0.0,1.4829599999999998,58.838722632,0.0,0.0,0.0,32.0,40.0
2,3,6.019726979837478,2011,0.0,0.0,21.0,12.0,1.0,0.0,0.0,0.0,58.83872263200001,0.0,0.0,0.0,32.0,40.0
2,3,6.019726979837478,2012,0.0,0.0,21.0,12.0,1.0,0.0,0.0,0.0,58.838722632,0.0,0.0,0.0,32.0,40.0
2,3,4.431217466059557,2013,0.0,0.0,21.0,16.0,1.0,0.0,0.0,0.0,58.838722632,0.0,0.0,0.0,32.0,40.0
2,3,1.3193564669116884,2014,0.0,0.0,21.0,16.0,1.0,0.0,0.0,1.08,58.838722632,0.0,0.0,0.0,32.0,40.0
2,3,1.1225279819879155,2015,0.0,0.0,21.0,16.0,1.0,0.0,0.0,1.4976,58.838722632,0.0,0.0,0.0,32.0,40.0
2,3,1.7877422670559895,2016,0.0,0.0,46.0,16.0,1.0,0.0,0.0,215.2012,58.838722632,0.0,0.0,0.0,32.0,40.0
2,3,-3.5572936129152883,2017,0.0,0.0,71.0,16.0,1.0,0.0,0.0,26.7963,58.838722632,0.0,0.0,0.0,32.0,40.0
2,3,-2.706370508729535,2018,0.0,0.0,71.0,16.0,1.0,0.0,0.0,29.9209,58.838722632,0.0,0.0,0.0,32.0,40.0
